strain	taxonomyId	accession	currentAccession	isRef	level	assemblyStatus	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelStrain	taxonomicLevelSerotype	taxonomicLevelIsolate	taxonomicLevelDomainId	taxonomicLevelRealmId	taxonomicLevelKingdomId	taxonomicLevelPhylumId	taxonomicLevelClassId	taxonomicLevelOrderId	taxonomicLevelFamilyId	taxonomicLevelGenusId	taxonomicLevelSpeciesId	taxonomicLevelStrainId	taxonomicLevelSerotypeId	taxonomicLevelIsolateId	commonName	otherTaxa	ucscBrowser	geneModelUrl
WHO_R_2024	485	GCF_040372445.1	GCF_040372445.1	False	Complete Genome	current	4.0	2269362	4	2218559	1	1	52.5		GCA_040372445.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040372445.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/372/445/GCF_040372445.1/genes/GCF_040372445.1_WHO_R_2024.ncbiGene.gtf.gz
WHO_Q_2024	485	GCF_040373035.1	GCF_040373035.1	False	Complete Genome	current	3.0	2224178	3	2177981	1	1	52.5		GCA_040373035.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040373035.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/373/035/GCF_040373035.1/genes/GCF_040373035.1_WHO_Q_2024.ncbiGene.gtf.gz
WHO_P_2024	485	GCF_040373105.1	GCF_040373105.1	False	Complete Genome	current	2.0	2178068	2	2173861	1	1	52.5		GCA_040373105.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040373105.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/373/105/GCF_040373105.1/genes/GCF_040373105.1_WHO_P_2024.ncbiGene.gtf.gz
WHO_O_2024	485	GCF_040373215.1	GCF_040373215.1	False	Complete Genome	current	4.0	2217882	4	2169062	1	1	52.5		GCA_040373215.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040373215.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/373/215/GCF_040373215.1/genes/GCF_040373215.1_WHO_O_2024.ncbiGene.gtf.gz
WHO_M_2024	485	GCF_040373345.1	GCF_040373345.1	False	Complete Genome	current	4.0	2227109	4	2178344	1	1	52.5		GCA_040373345.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040373345.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/373/345/GCF_040373345.1/genes/GCF_040373345.1_WHO_M_2024.ncbiGene.gtf.gz
WHO_L_2024	485	GCF_040374935.1	GCF_040374935.1	False	Complete Genome	current	3.0	2211894	3	2168633	1	1	52.5		GCA_040374935.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040374935.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/374/935/GCF_040374935.1/genes/GCF_040374935.1_WHO_L_2024.ncbiGene.gtf.gz
WHO_K_2024	485	GCF_040377535.1	GCF_040377535.1	False	Complete Genome	current	2.0	2173999	2	2169846	1	1	52.5		GCA_040377535.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040377535.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/377/535/GCF_040377535.1/genes/GCF_040377535.1_WHO_K_2024.ncbiGene.gtf.gz
WHO_H_2024	485	GCF_040380425.1	GCF_040380425.1	False	Complete Genome	current	2.0	2237253	2	2233100	1	1	52.5		GCA_040380425.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040380425.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/380/425/GCF_040380425.1/genes/GCF_040380425.1_WHO_H_2024.ncbiGene.gtf.gz
WHO_F_2024	485	GCF_040383235.1	GCF_040383235.1	False	Complete Genome	current	1.0	2292467	1	2292467	1	1	52.0		GCA_040383235.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040383235.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/383/235/GCF_040383235.1/genes/GCF_040383235.1_WHO_F_2024.ncbiGene.gtf.gz
WHO_beta_2024	485	GCF_040385865.1	GCF_040385865.1	False	Complete Genome	current	4.0	2216083	4	2163258	1	1	52.5		GCA_040385865.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040385865.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/385/865/GCF_040385865.1/genes/GCF_040385865.1_WHO_beta_2024.ncbiGene.gtf.gz
WHO_alpha_2024	485	GCF_040388595.1	GCF_040388595.1	False	Complete Genome	current	2.0	2239945	2	2235802	1	1	52.5		GCA_040388595.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040388595.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/388/595/GCF_040388595.1/genes/GCF_040388595.1_WHO_alpha_2024.ncbiGene.gtf.gz
WHO_W_2024	485	GCF_040391575.1	GCF_040391575.1	False	Complete Genome	current	3.0	2265593	3	2222386	1	1	52.5		GCA_040391575.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040391575.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/391/575/GCF_040391575.1/genes/GCF_040391575.1_WHO_W_2024.ncbiGene.gtf.gz
WHO_T_2024	485	GCF_040394165.1	GCF_040394165.1	False	Complete Genome	current	2.0	2251318	2	2247111	1	1	52.5		GCA_040394165.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040394165.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/394/165/GCF_040394165.1/genes/GCF_040394165.1_WHO_T_2024.ncbiGene.gtf.gz
WHO_S_2024	485	GCF_040397295.1	GCF_040397295.1	False	Complete Genome	current	3.0	2265085	3	2221865	1	1	52.5		GCA_040397295.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040397295.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/397/295/GCF_040397295.1/genes/GCF_040397295.1_WHO_S_2024.ncbiGene.gtf.gz
WHO_N_2024	485	GCF_040400385.1	GCF_040400385.1	False	Complete Genome	current	4.0	2226486	4	2172826	1	1	52.5		GCA_040400385.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040400385.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/400/385/GCF_040400385.1/genes/GCF_040400385.1_WHO_N_2024.ncbiGene.gtf.gz
WHO_J_2024	485	GCF_040403735.1	GCF_040403735.1	False	Complete Genome	current	3.0	2180573	3	2168993	1	1	52.5		GCA_040403735.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040403735.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/403/735/GCF_040403735.1/genes/GCF_040403735.1_WHO_J_2024.ncbiGene.gtf.gz
WHO_I_2024	485	GCF_040404325.1	GCF_040404325.1	False	Complete Genome	current	3.0	2214537	3	2171276	1	1	52.5		GCA_040404325.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404325.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/325/GCF_040404325.1/genes/GCF_040404325.1_WHO_I_2024.ncbiGene.gtf.gz
WHO_G_2024	485	GCF_040404335.1	GCF_040404335.1	False	Complete Genome	current	3.0	2213572	3	2167361	1	1	52.5		GCA_040404335.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404335.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/335/GCF_040404335.1/genes/GCF_040404335.1_WHO_G_2024.ncbiGene.gtf.gz
WHO_E_2024	485	GCF_040404365.1	GCF_040404365.1	False	Complete Genome	current	3.0	2223335	3	2213585	1	1	52.5		GCA_040404365.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404365.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/365/GCF_040404365.1/genes/GCF_040404365.1_WHO_E_2024.ncbiGene.gtf.gz
WHO_D_2024	485	GCF_040404415.1	GCF_040404415.1	False	Complete Genome	current	3.0	2221441	3	2178180	1	1	52.5		GCA_040404415.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404415.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/415/GCF_040404415.1/genes/GCF_040404415.1_WHO_D_2024.ncbiGene.gtf.gz
WHO_C_2024	485	GCF_040404485.1	GCF_040404485.1	False	Complete Genome	current	2.0	2171584	2	2167377	1	1	52.5		GCA_040404485.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404485.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/485/GCF_040404485.1/genes/GCF_040404485.1_WHO_C_2024.ncbiGene.gtf.gz
WHO_B_2024	485	GCF_040404575.1	GCF_040404575.1	False	Complete Genome	current	2.0	2223866	2	2219659	1	1	52.5		GCA_040404575.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404575.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/575/GCF_040404575.1/genes/GCF_040404575.1_WHO_B_2024.ncbiGene.gtf.gz
WHO_A_2024	485	GCF_040404645.1	GCF_040404645.1	False	Complete Genome	current	1.0	2308468	1	2308468	1	1	52.0		GCA_040404645.1	Neisseria gonorrhoeae	485	1,131567,2,3379134,1224,28216,206351,481,482,485	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae				2		3379134	1224	28216	206351	481	482	485						https://genome.ucsc.edu/h/GCF_040404645.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/404/645/GCF_040404645.1/genes/GCF_040404645.1_WHO_A_2024.ncbiGene.gtf.gz
WS58.C1	3235173	GCF_040833995.1	GCF_040833995.1	True	Complete Genome	current	2.0	4092442	2	3719482	1	1	42.0		GCA_040833995.1	Leptospira cinconiae	3235173	1,131567,2,3379134,203691,203692,1643688,170,171,3235173	Bacteria	Bacteria		Pseudomonadati	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira cinconiae				2		3379134	203691	203692	1643688	170	171	3235173						https://genome.ucsc.edu/h/GCF_040833995.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/833/995/GCF_040833995.1/genes/GCF_040833995.1_ASM4083399v1.ncbiGene.gtf.gz
STK80-C	2797505	GCF_040834095.1	GCF_040834095.1	True	Complete Genome	current	2.0	4468255	2	4464072	1	1	56.0		GCA_040834095.1	Enterobacter vonholyi	2797505	1,131567,2,3379134,1224,1236,91347,543,547,2797505	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter vonholyi				2		3379134	1224	1236	91347	543	547	2797505						https://genome.ucsc.edu/h/GCF_040834095.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/040/834/095/GCF_040834095.1/genes/GCF_040834095.1_ASM4083409v1.ncbiGene.gtf.gz
130b	866628	GCF_041734345.1	GCF_041734345.1	False	Chromosome	current	1.0	3538602	1	3538602	1	1	38.5		GCA_041734345.1	Legionella pneumophila	446	1,131567,2,3379134,1224,1236,118969,444,445,446,66976,866628	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	Legionella pneumophila 130b			2		3379134	1224	1236	118969	444	445	446	866628					https://genome.ucsc.edu/h/GCF_041734345.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/041/734/345/GCF_041734345.1/genes/GCF_041734345.1_NU_lpw_1.0.ncbiGene.gtf.gz
DSM 17471	335286	GCF_041929965.1	GCF_041929965.1	True	Scaffold	current		4774262	84	237924	8	103	56.0		GCA_041929965.1	Brucella oryzae	335286	1,131567,2,3379134,1224,28211,356,118882,2826938,234,335286	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella oryzae				2		3379134	1224	28211	356	118882	234	335286						https://genome.ucsc.edu/h/GCF_041929965.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/041/929/965/GCF_041929965.1/genes/GCF_041929965.1_ASM4192996v1.ncbiGene.gtf.gz
DSM 22292	391287	GCF_041930145.1	GCF_041930145.1	True	Scaffold	current		4571272	42	475114	4	76	57.5		GCA_041930145.1	Brucella ciceri	391287	1,131567,2,3379134,1224,28211,356,118882,2826938,234,391287	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella ciceri				2		3379134	1224	28211	356	118882	234	391287						https://genome.ucsc.edu/h/GCF_041930145.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/041/930/145/GCF_041930145.1/genes/GCF_041930145.1_ASM4193014v1.ncbiGene.gtf.gz
ECC3473	3142537	GCF_041937165.1	GCF_041937165.1	True	Complete Genome	current	10.0	5117812	10	4634956	1	1	53.0		GCA_041937165.1	Enterobacter adelaidei	3142537	1,131567,2,3379134,1224,1236,91347,543,547,3142537	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter adelaidei				2		3379134	1224	1236	91347	543	547	3142537						https://genome.ucsc.edu/h/GCF_041937165.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/041/937/165/GCF_041937165.1/genes/GCF_041937165.1_UNISA_Eadel_1.0.ncbiGene.gtf.gz
ECC-072	2497436	GCF_043972695.1	GCF_043972695.1	True	Complete Genome	current	1.0	4726897	1	4726897	1	1	56.0		GCA_043972695.1	Enterobacter quasiroggenkampii	2497436	1,131567,2,3379134,1224,1236,91347,543,547,2497436	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter quasiroggenkampii				2		3379134	1224	1236	91347	543	547	2497436						https://genome.ucsc.edu/h/GCF_043972695.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/043/972/695/GCF_043972695.1/genes/GCF_043972695.1_ASM4397269v1.ncbiGene.gtf.gz
PA14	652611	GCF_045689255.1	GCF_045689255.1	False	Complete Genome	current	1.0	6541446	1	6541446	1	1	66.5		GCA_045689255.1	Pseudomonas aeruginosa	287	1,131567,2,3379134,1224,1236,72274,135621,286,136841,287,652611	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa PA14			2		3379134	1224	1236	72274	135621	286	287	652611					https://genome.ucsc.edu/h/GCF_045689255.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/045/689/255/GCF_045689255.1/genes/GCF_045689255.1_ASM4568925v1.ncbiGene.gtf.gz
KNCP2-13	3115352	GCF_045865205.1	GCF_045865205.1	True	Contig	current		1320058	52	50743	7	4271	32.5		GCA_045865205.1	Candidatus Rickettsia kedanie	3115352	1,131567,2,3379134,1224,28211,766,775,33988,780,114277,3115352	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Candidatus Rickettsia kedanie				2		3379134	1224	28211	766	775	780	3115352						https://genome.ucsc.edu/h/GCF_045865205.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/045/865/205/GCF_045865205.1/genes/GCF_045865205.1_ASM4586520v1.ncbiGene.gtf.gz
CNH17-7	2358204	GCF_046532895.1	GCF_046532895.1	True	Contig	current		1392633	9	989884	1	306.92	32.5		GCA_046532895.1	Rickettsia koreansis	2358204	1,131567,2,3379134,1224,28211,766,775,33988,780,114277,2358204	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia koreansis				2		3379134	1224	28211	766	775	780	2358204						https://genome.ucsc.edu/h/GCF_046532895.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/046/532/895/GCF_046532895.1/genes/GCF_046532895.1_ASM4653289v1.ncbiGene.gtf.gz
DDE002	120577	GCF_047324105.1	GCF_047324105.1	True	Complete Genome	current	2.0	3431289	2	2190877	1	1	57.0		GCA_047324105.1	Brucella ceti	120577	1,131567,2,3379134,1224,28211,356,118882,2826938,234,120577	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella ceti				2		3379134	1224	28211	356	118882	234	120577						https://genome.ucsc.edu/h/GCF_047324105.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/047/324/105/GCF_047324105.1/genes/GCF_047324105.1_ASM4732410v1.ncbiGene.gtf.gz
JNQH618	3133180	GCF_048568405.1	GCF_048568405.1	True	Complete Genome	current	3.0	4975703	3	4719308	1	1	55.0		GCA_048568405.1	Enterobacter intestinihominis	3133180	1,131567,2,3379134,1224,1236,91347,543,547,3133180	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter intestinihominis				2		3379134	1224	1236	91347	543	547	3133180						https://genome.ucsc.edu/h/GCF_048568405.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/048/568/405/GCF_048568405.1/genes/GCF_048568405.1_ASM4856840v1.ncbiGene.gtf.gz
342	507522	GCF_048819275.1	GCF_048819275.1	False	Scaffold	suppressed		5643333	66	326713	6	20	57.0		GCA_048819275.1	Klebsiella variicola	244366	1,131567,2,3379134,1224,1236,91347,543,2890311,570,3390273,244366,507522	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	Klebsiella variicola 342			2		3379134	1224	1236	91347	543	570	244366	507522					https://genome.ucsc.edu/h/GCF_048819275.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/048/819/275/GCF_048819275.1/genes/GCF_048819275.1_ASM4881927v1.ncbiGene.gtf.gz
	2996754	GCF_049278075.1	GCF_049278075.1	True	Contig	current		1345596	9	280315	2	50	33.0		GCA_049278075.1	Rickettsia endosymbiont of Halotydeus destructor	2996754	1,131567,2,3379134,1224,28211,766,775,33988,780,114295,2996754	Bacteria	Bacteria		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Halotydeus destructor				2		3379134	1224	28211	766	775	780	2996754						https://genome.ucsc.edu/h/GCF_049278075.1	https://hgdownload.soe.ucsc.edu/hubs/GCF/049/278/075/GCF_049278075.1/genes/GCF_049278075.1_ASM4927807v1.ncbiGene.gtf.gz
AS	31271	GCF_900002335.3	GCF_900002335.3	True	Chromosome	current	14.0	18938342	14	1632254	5	100	23.5	Full annotation	GCA_900002335.2	Plasmodium chabaudi	5825	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5825,31271	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium chabaudi				2759			5794	422676	5819	1639119	5820	5825						https://genome.ucsc.edu/h/GCF_900002335.3	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/002/335/GCF_900002335.3/genes/GCF_900002335.3_GCA_900002335.ncbiRefSeq.gtf.gz
ANKA	5823	GCF_900002375.2	GCF_900002375.2	True	Chromosome	current	14.0	18740246	19	1640193	5	100	22.0	Full annotation	GCA_900002375.2	Plasmodium berghei	5821	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5821,5823	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium berghei	Plasmodium berghei ANKA			2759			5794	422676	5819	1639119	5820	5821	5823					https://genome.ucsc.edu/h/GCF_900002375.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/002/375/GCF_900002375.2/genes/GCF_900002375.2_GCA_900002375.ncbiRefSeq.gtf.gz
17X	5861	GCF_900002385.2	GCF_900002385.2	True	Complete Genome	current	14.0	23043114	14	2046250	5	100	21.5	Full annotation	GCA_900002385.2	Plasmodium yoelii	5861	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5861	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium yoelii				2759			5794	422676	5819	1639119	5820	5861						https://genome.ucsc.edu/h/GCF_900002385.2	https://hgdownload.soe.ucsc.edu/hubs/GCF/900/002/385/GCF_900002385.2/genes/GCF_900002385.2_GCA_900002385.ncbiRefSeq.gtf.gz
